"Datum","Feiertag","Kanton","Typ"
2014-08-01,"Bundesfeier","FR","A"
2014-08-01,"Bundesfeier","SO","A"
2014-08-01,"Bundesfeier","BS","A"
2014-08-01,"Bundesfeier","BL","A"
2014-08-01,"Bundesfeier","SH","A"
2014-08-01,"Bundesfeier","AR","A"
2014-08-01,"Bundesfeier","AI","A"
2014-08-01,"Bundesfeier","SG","A"
2014-08-01,"Bundesfeier","GR","A"
2014-08-01,"Bundesfeier","AG","A"
2014-08-01,"Bundesfeier","TG","A"
2014-08-01,"Bundesfeier","TI","A"
2014-08-01,"Bundesfeier","VD","A"
2014-08-01,"Bundesfeier","VS","A"
2014-08-01,"Bundesfeier","NE","A"
2014-08-01,"Bundesfeier","GE","A"
2014-08-01,"Bundesfeier","JU","A"
2014-08-15,"Mariä Himmelfahrt","LU","A"
2014-08-15,"Mariä Himmelfahrt","UR","A"
2014-08-15,"Mariä Himmelfahrt","SZ","A"
2014-08-15,"Mariä Himmelfahrt","OW","A"
2014-08-15,"Mariä Himmelfahrt","NW","A"
2014-08-15,"Mariä Himmelfahrt","ZG","A"
2014-08-15,"Mariä Himmelfahrt","FR","a"
2014-08-15,"Mariä Himmelfahrt","SO","a"
2014-08-15,"Mariä Himmelfahrt","BL","a"
2014-08-15,"Mariä Himmelfahrt","AI","B"
2014-08-15,"Mariä Himmelfahrt","GR","a"
2014-08-15,"Mariä Himmelfahrt","AG","a"
2014-08-15,"Mariä Himmelfahrt","TI","A"
2014-08-15,"Mariä Himmelfahrt","VS","A"
2014-08-15,"Mariä Himmelfahrt","JU","B"
2014-11-01,"Allerheiligen","LU","A"
2014-11-01,"Allerheiligen","UR","A"
2014-11-01,"Allerheiligen","SZ","A"
2014-11-01,"Allerheiligen","OW","A"
2014-11-01,"Allerheiligen","NW","A"
2014-11-01,"Allerheiligen","GL","A"
2014-11-01,"Allerheiligen","ZG","A"
2014-11-01,"Allerheiligen","FR","a"
2014-11-01,"Allerheiligen","SO","a"
2014-11-01,"Allerheiligen","AI","B"
2014-11-01,"Allerheiligen","SG","A"
2014-11-01,"Allerheiligen","GR","a"
2014-11-01,"Allerheiligen","AG","a"
2014-11-01,"Allerheiligen","TI","A"
2014-11-01,"Allerheiligen","VS","A"
2014-11-01,"Allerheiligen","JU","B"
2014-12-08,"Mariä Empfängnis","LU","B"
2014-12-08,"Mariä Empfängnis","UR","A"
2014-12-08,"Mariä Empfängnis","SZ","B"
2014-12-08,"Mariä Empfängnis","OW","A"
2014-12-08,"Mariä Empfängnis","NW","A"
2014-12-08,"Mariä Empfängnis","ZG","A"
2014-12-08,"Mariä Empfängnis","FR","a"
2014-12-08,"Mariä Empfängnis","SO","a"
2014-12-08,"Mariä Empfängnis","AI","B"
2014-12-08,"Mariä Empfängnis","GR","a"
2014-12-08,"Mariä Empfängnis","AG","a"
2014-12-08,"Mariä Empfängnis","TI","B"
2014-12-08,"Mariä Empfängnis","VS","A"
2014-12-25,"Weihnachtstag","ZH","A"
2014-12-25,"Weihnachtstag","BE","A"
2014-12-25,"Weihnachtstag","LU","A"
2014-12-25,"Weihnachtstag","UR","A"
2014-12-25,"Weihnachtstag","SZ","A"
2014-12-25,"Weihnachtstag","OW","A"
2014-12-25,"Weihnachtstag","NW","A"
2014-12-25,"Weihnachtstag","GL","A"
2014-12-25,"Weihnachtstag","ZG","A"
2014-12-25,"Weihnachtstag","FR","A"
2014-12-25,"Weihnachtstag","SO","A"
2014-12-25,"Weihnachtstag","BS","A"
2014-12-25,"Weihnachtstag","BL","A"
2014-12-25,"Weihnachtstag","SH","A"
2014-12-25,"Weihnachtstag","AR","A"
2014-12-25,"Weihnachtstag","AI","A"
2014-12-25,"Weihnachtstag","SG","A"
2014-12-25,"Weihnachtstag","GR","A"
2014-12-25,"Weihnachtstag","AG","A"
2014-12-25,"Weihnachtstag","TG","A"
2014-12-25,"Weihnachtstag","TI","A"
2014-12-25,"Weihnachtstag","VD","A"
2014-12-25,"Weihnachtstag","VS","A"
2014-12-25,"Weihnachtstag","NE","A"
2014-12-25,"Weihnachtstag","GE","A"
2014-12-25,"Weihnachtstag","JU","A"
2014-12-26,"Stephanstag","ZH","A"
2014-12-26,"Stephanstag","BE","A"
2014-12-26,"Stephanstag","LU","A"
2014-12-26,"Stephanstag","UR","B"
2014-12-26,"Stephanstag","SZ","B"
2014-12-26,"Stephanstag","OW","D"
2014-12-26,"Stephanstag","NW","D"
2014-12-26,"Stephanstag","GL","A"
2014-12-26,"Stephanstag","ZG","D"
2014-12-26,"Stephanstag","FR","D"
2014-12-26,"Stephanstag","SO","a"
2014-12-26,"Stephanstag","BS","A"
2014-12-26,"Stephanstag","BL","A"
2014-12-26,"Stephanstag","SH","A"
2014-12-26,"Stephanstag","AR","A"
2014-12-26,"Stephanstag","AI","A"
2014-12-26,"Stephanstag","SG","A"
2014-12-26,"Stephanstag","GR","A"
2014-12-26,"Stephanstag","AG","a"
2014-12-26,"Stephanstag","TG","A"
2014-12-26,"Stephanstag","TI","A"
2014-12-26,"Stephanstag","NE","A"
2015-01-01,"Neujahrstag","ZH","A"
2015-01-01,"Neujahrstag","BE","A"
2015-01-01,"Neujahrstag","LU","A"
2015-01-01,"Neujahrstag","UR","A"
2015-01-01,"Neujahrstag","SZ","A"
2015-01-01,"Neujahrstag","OW","A"
2015-01-01,"Neujahrstag","NW","A"
2015-01-01,"Neujahrstag","GL","A"
2015-01-01,"Neujahrstag","ZG","A"
2015-01-01,"Neujahrstag","FR","A"
2015-01-01,"Neujahrstag","SO","A"
2015-01-01,"Neujahrstag","BS","A"
2015-01-01,"Neujahrstag","BL","A"
2015-01-01,"Neujahrstag","SH","A"
2015-01-01,"Neujahrstag","AR","A"
2015-01-01,"Neujahrstag","AI","A"
2015-01-01,"Neujahrstag","SG","A"
2015-01-01,"Neujahrstag","GR","A"
2015-01-01,"Neujahrstag","AG","A"
2015-01-01,"Neujahrstag","TG","A"
2015-01-01,"Neujahrstag","TI","A"
2015-01-01,"Neujahrstag","VD","A"
2015-01-01,"Neujahrstag","VS","A"
2015-01-01,"Neujahrstag","NE","A"
2015-01-01,"Neujahrstag","GE","A"
2015-01-01,"Neujahrstag","JU","A"
2015-01-02,"Berchtoldstag","ZH","D"
2015-01-02,"Berchtoldstag","BE","A"
2015-01-02,"Berchtoldstag","LU","D"
2015-01-02,"Berchtoldstag","OW","D"
2015-01-02,"Berchtoldstag","GL","D"
2015-01-02,"Berchtoldstag","ZG","D"
2015-01-02,"Berchtoldstag","FR","D"
2015-01-02,"Berchtoldstag","SO","D"
2015-01-02,"Berchtoldstag","SH","D"
2015-01-02,"Berchtoldstag","GR","d"
2015-01-02,"Berchtoldstag","AG","a"
2015-01-02,"Berchtoldstag","TG","A"
2015-01-02,"Berchtoldstag","VD","A"
2015-01-02,"Berchtoldstag","NE","D"
2015-01-02,"Berchtoldstag","GE","D"
2015-01-02,"Berchtoldstag","JU","B"
2015-01-06,"Heilige Drei Könige","UR","B"
2015-01-06,"Heilige Drei Könige","SZ","B"
2015-01-06,"Heilige Drei Könige","GR","a"
2015-01-06,"Heilige Drei Könige","TI","A"
2015-03-19,"Josefstag","LU","a"
2015-03-19,"Josefstag","UR","B"
2015-03-19,"Josefstag","SZ","A"
2015-03-19,"Josefstag","NW","B"
2015-03-19,"Josefstag","ZG","a"
2015-03-19,"Josefstag","GR","a"
2015-03-19,"Josefstag","TI","B"
2015-03-19,"Josefstag","VS","A"
2015-04-03,"Karfreitag","ZH","A"
2015-04-03,"Karfreitag","BE","A"
2015-04-03,"Karfreitag","LU","A"
2015-04-03,"Karfreitag","UR","A"
2015-04-03,"Karfreitag","SZ","A"
2015-04-03,"Karfreitag","OW","A"
2015-04-03,"Karfreitag","NW","A"
2015-04-03,"Karfreitag","GL","A"
2015-04-03,"Karfreitag","ZG","A"
2015-04-03,"Karfreitag","FR","A"
2015-04-03,"Karfreitag","SO","A"
2015-04-03,"Karfreitag","BS","A"
2015-04-03,"Karfreitag","BL","A"
2015-04-03,"Karfreitag","SH","A"
2015-04-03,"Karfreitag","AR","A"
2015-04-03,"Karfreitag","AI","A"
2015-04-03,"Karfreitag","SG","A"
2015-04-03,"Karfreitag","GR","A"
2015-04-03,"Karfreitag","AG","A"
2015-04-03,"Karfreitag","TG","A"
2015-04-03,"Karfreitag","VD","A"
2015-04-03,"Karfreitag","NE","A"
2015-04-03,"Karfreitag","GE","A"
2015-04-03,"Karfreitag","JU","A"
2015-04-06,"Ostermontag","ZH","A"
2015-04-06,"Ostermontag","BE","A"
2015-04-06,"Ostermontag","LU","D"
2015-04-06,"Ostermontag","UR","B"
2015-04-06,"Ostermontag","SZ","B"
2015-04-06,"Ostermontag","OW","D"
2015-04-06,"Ostermontag","NW","D"
2015-04-06,"Ostermontag","GL","A"
2015-04-06,"Ostermontag","ZG","D"
2015-04-06,"Ostermontag","FR","D"
2015-04-06,"Ostermontag","SO","d"
2015-04-06,"Ostermontag","BS","A"
2015-04-06,"Ostermontag","BL","A"
2015-04-06,"Ostermontag","SH","A"
2015-04-06,"Ostermontag","AR","A"
2015-04-06,"Ostermontag","AI","A"
2015-04-06,"Ostermontag","SG","A"
2015-04-06,"Ostermontag","GR","A"
2015-04-06,"Ostermontag","AG","a"
2015-04-06,"Ostermontag","TG","A"
2015-04-06,"Ostermontag","TI","A"
2015-04-06,"Ostermontag","VD","A"
2015-04-06,"Ostermontag","NE","D"
2015-04-06,"Ostermontag","GE","A"
2015-04-06,"Ostermontag","JU","A"
2015-05-01,"Tag der Arbeit","ZH","A"
2015-05-01,"Tag der Arbeit","FR","c"
2015-05-01,"Tag der Arbeit","SO","C"
2015-05-01,"Tag der Arbeit","BS","A"
2015-05-01,"Tag der Arbeit","BL","A"
2015-05-01,"Tag der Arbeit","SH","B"
2015-05-01,"Tag der Arbeit","AG","D"
2015-05-01,"Tag der Arbeit","TG","B"
2015-05-01,"Tag der Arbeit","TI","B"
2015-05-01,"Tag der Arbeit","NE","A"
2015-05-01,"Tag der Arbeit","JU","A"
2015-05-14,"Auffahrt","ZH","A"
2015-05-14,"Auffahrt","BE","A"
2015-05-14,"Auffahrt","LU","A"
2015-05-14,"Auffahrt","UR","A"
2015-05-14,"Auffahrt","SZ","A"
2015-05-14,"Auffahrt","OW","A"
2015-05-14,"Auffahrt","NW","A"
2015-05-14,"Auffahrt","GL","A"
2015-05-14,"Auffahrt","ZG","A"
2015-05-14,"Auffahrt","FR","A"
2015-05-14,"Auffahrt","SO","A"
2015-05-14,"Auffahrt","BS","A"
2015-05-14,"Auffahrt","BL","A"
2015-05-14,"Auffahrt","SH","A"
2015-05-14,"Auffahrt","AR","A"
2015-05-14,"Auffahrt","AI","A"
2015-05-14,"Auffahrt","SG","A"
2015-05-14,"Auffahrt","GR","A"
2015-05-14,"Auffahrt","AG","A"
2015-05-14,"Auffahrt","TG","A"
2015-05-14,"Auffahrt","TI","A"
2015-05-14,"Auffahrt","VD","A"
2015-05-14,"Auffahrt","VS","A"
2015-05-14,"Auffahrt","NE","A"
2015-05-14,"Auffahrt","GE","A"
2015-05-14,"Auffahrt","JU","A"
2015-05-25,"Pfingstmontag","ZH","A"
2015-05-25,"Pfingstmontag","BE","A"
2015-05-25,"Pfingstmontag","LU","D"
2015-05-25,"Pfingstmontag","UR","B"
2015-05-25,"Pfingstmontag","SZ","B"
2015-05-25,"Pfingstmontag","OW","D"
2015-05-25,"Pfingstmontag","NW","D"
2015-05-25,"Pfingstmontag","GL","B"
2015-05-25,"Pfingstmontag","ZG","D"
2015-05-25,"Pfingstmontag","FR","D"
2015-05-25,"Pfingstmontag","SO","a"
2015-05-25,"Pfingstmontag","BS","A"
2015-05-25,"Pfingstmontag","BL","A"
2015-05-25,"Pfingstmontag","SH","A"
2015-05-25,"Pfingstmontag","AR","A"
2015-05-25,"Pfingstmontag","AI","A"
2015-05-25,"Pfingstmontag","SG","A"
2015-05-25,"Pfingstmontag","GR","A"
2015-05-25,"Pfingstmontag","AG","a"
2015-05-25,"Pfingstmontag","TG","A"
2015-05-25,"Pfingstmontag","TI","B"
2015-05-25,"Pfingstmontag","VD","A"
2015-05-25,"Pfingstmontag","NE","D"
2015-05-25,"Pfingstmontag","GE","A"
2015-05-25,"Pfingstmontag","JU","A"
2015-06-04,"Fronleichnam","LU","A"
2015-06-04,"Fronleichnam","UR","A"
2015-06-04,"Fronleichnam","SZ","A"
2015-06-04,"Fronleichnam","OW","A"
2015-06-04,"Fronleichnam","NW","A"
2015-06-04,"Fronleichnam","ZG","A"
2015-06-04,"Fronleichnam","FR","a"
2015-06-04,"Fronleichnam","SO","a"
2015-06-04,"Fronleichnam","BL","a"
2015-06-04,"Fronleichnam","AI","A"
2015-06-04,"Fronleichnam","GR","a"
2015-06-04,"Fronleichnam","AG","a"
2015-06-04,"Fronleichnam","TI","B"
2015-06-04,"Fronleichnam","VS","A"
2015-06-04,"Fronleichnam","NE","a"
2015-06-04,"Fronleichnam","JU","A"
2015-08-01,"Bundesfeier","ZH","A"
2015-08-01,"Bundesfeier","BE","A"
2015-08-01,"Bundesfeier","LU","A"
2015-08-01,"Bundesfeier","UR","A"
2015-08-01,"Bundesfeier","SZ","A"
2015-08-01,"Bundesfeier","OW","A"
2015-08-01,"Bundesfeier","NW","A"
2015-08-01,"Bundesfeier","GL","A"
2015-08-01,"Bundesfeier","ZG","A"
2015-08-01,"Bundesfeier","FR","A"
2015-08-01,"Bundesfeier","SO","A"
2015-08-01,"Bundesfeier","BS","A"
2015-08-01,"Bundesfeier","BL","A"
2015-08-01,"Bundesfeier","SH","A"
2015-08-01,"Bundesfeier","AR","A"
2015-08-01,"Bundesfeier","AI","A"
2015-08-01,"Bundesfeier","SG","A"
2015-08-01,"Bundesfeier","GR","A"
2015-08-01,"Bundesfeier","AG","A"
2015-08-01,"Bundesfeier","TG","A"
2015-08-01,"Bundesfeier","TI","A"
2015-08-01,"Bundesfeier","VD","A"
2015-08-01,"Bundesfeier","VS","A"
2015-08-01,"Bundesfeier","NE","A"
2015-08-01,"Bundesfeier","GE","A"
2015-08-01,"Bundesfeier","JU","A"
2015-08-15,"Mariä Himmelfahrt","LU","A"
2015-08-15,"Mariä Himmelfahrt","UR","A"
2015-08-15,"Mariä Himmelfahrt","SZ","A"
2015-08-15,"Mariä Himmelfahrt","OW","A"
2015-08-15,"Mariä Himmelfahrt","NW","A"
2015-08-15,"Mariä Himmelfahrt","ZG","A"
2015-08-15,"Mariä Himmelfahrt","FR","a"
2015-08-15,"Mariä Himmelfahrt","SO","a"
2015-08-15,"Mariä Himmelfahrt","BL","a"
2015-08-15,"Mariä Himmelfahrt","AI","B"
2015-08-15,"Mariä Himmelfahrt","GR","a"
2015-08-15,"Mariä Himmelfahrt","AG","a"
2015-08-15,"Mariä Himmelfahrt","TI","A"
2015-08-15,"Mariä Himmelfahrt","VS","A"
2015-08-15,"Mariä Himmelfahrt","JU","B"
2015-11-01,"Allerheiligen","LU","A"
2015-11-01,"Allerheiligen","UR","A"
2015-11-01,"Allerheiligen","SZ","A"
2015-11-01,"Allerheiligen","OW","A"
2015-11-01,"Allerheiligen","NW","A"
2015-11-01,"Allerheiligen","GL","A"
2015-11-01,"Allerheiligen","ZG","A"
2015-11-01,"Allerheiligen","FR","a"
2015-11-01,"Allerheiligen","SO","a"
2015-11-01,"Allerheiligen","AI","B"
2015-11-01,"Allerheiligen","SG","A"
2015-11-01,"Allerheiligen","GR","a"
2015-11-01,"Allerheiligen","AG","a"
2015-11-01,"Allerheiligen","TI","A"
2015-11-01,"Allerheiligen","VS","A"
2015-11-01,"Allerheiligen","JU","B"
2015-12-08,"Mariä Empfängnis","LU","B"
2015-12-08,"Mariä Empfängnis","UR","A"
2015-12-08,"Mariä Empfängnis","SZ","B"
2015-12-08,"Mariä Empfängnis","OW","A"
2015-12-08,"Mariä Empfängnis","NW","A"
2015-12-08,"Mariä Empfängnis","ZG","A"
2015-12-08,"Mariä Empfängnis","FR","a"
2015-12-08,"Mariä Empfängnis","SO","a"
2015-12-08,"Mariä Empfängnis","AI","B"
2015-12-08,"Mariä Empfängnis","GR","a"
2015-12-08,"Mariä Empfängnis","AG","a"
2015-12-08,"Mariä Empfängnis","TI","B"
2015-12-08,"Mariä Empfängnis","VS","A"
2015-12-25,"Weihnachtstag","ZH","A"
2015-12-25,"Weihnachtstag","BE","A"
2015-12-25,"Weihnachtstag","LU","A"
2015-12-25,"Weihnachtstag","UR","A"
2015-12-25,"Weihnachtstag","SZ","A"
2015-12-25,"Weihnachtstag","OW","A"
2015-12-25,"Weihnachtstag","NW","A"
2015-12-25,"Weihnachtstag","GL","A"
2015-12-25,"Weihnachtstag","ZG","A"
2015-12-25,"Weihnachtstag","FR","A"
2015-12-25,"Weihnachtstag","SO","A"
2015-12-25,"Weihnachtstag","BS","A"
2015-12-25,"Weihnachtstag","BL","A"
2015-12-25,"Weihnachtstag","SH","A"
2015-12-25,"Weihnachtstag","AR","A"
2015-12-25,"Weihnachtstag","AI","A"
2015-12-25,"Weihnachtstag","SG","A"
2015-12-25,"Weihnachtstag","GR","A"
2015-12-25,"Weihnachtstag","AG","A"
2015-12-25,"Weihnachtstag","TG","A"
2015-12-25,"Weihnachtstag","TI","A"
2015-12-25,"Weihnachtstag","VD","A"
2015-12-25,"Weihnachtstag","VS","A"
2015-12-25,"Weihnachtstag","NE","A"
2015-12-25,"Weihnachtstag","GE","A"
2015-12-25,"Weihnachtstag","JU","A"
2015-12-26,"Stephanstag","ZH","A"
2015-12-26,"Stephanstag","BE","A"
2015-12-26,"Stephanstag","LU","A"
2015-12-26,"Stephanstag","UR","B"
2015-12-26,"Stephanstag","SZ","B"
2015-12-26,"Stephanstag","OW","D"
2015-12-26,"Stephanstag","NW","D"
2015-12-26,"Stephanstag","GL","A"
2015-12-26,"Stephanstag","ZG","D"
2015-12-26,"Stephanstag","FR","D"
2015-12-26,"Stephanstag","SO","a"
2015-12-26,"Stephanstag","BS","A"
2015-12-26,"Stephanstag","BL","A"
2015-12-26,"Stephanstag","SH","A"
2015-12-26,"Stephanstag","AR","A"
2015-12-26,"Stephanstag","AI","A"
2015-12-26,"Stephanstag","SG","A"
2015-12-26,"Stephanstag","GR","A"
2015-12-26,"Stephanstag","AG","a"
2015-12-26,"Stephanstag","TG","A"
2015-12-26,"Stephanstag","TI","A"
2015-12-26,"Stephanstag","NE","A"
2016-01-01,"Neujahrstag","ZH","A"
2016-01-01,"Neujahrstag","BE","A"
2016-01-01,"Neujahrstag","LU","A"
2016-01-01,"Neujahrstag","UR","A"
2016-01-01,"Neujahrstag","SZ","A"
2016-01-01,"Neujahrstag","OW","A"
2016-01-01,"Neujahrstag","NW","A"
2016-01-01,"Neujahrstag","GL","A"
2016-01-01,"Neujahrstag","ZG","A"
2016-01-01,"Neujahrstag","FR","A"
2016-01-01,"Neujahrstag","SO","A"
2016-01-01,"Neujahrstag","BS","A"
2016-01-01,"Neujahrstag","BL","A"
2016-01-01,"Neujahrstag","SH","A"
2016-01-01,"Neujahrstag","AR","A"
2016-01-01,"Neujahrstag","AI","A"
2016-01-01,"Neujahrstag","SG","A"
2016-01-01,"Neujahrstag","GR","A"
2016-01-01,"Neujahrstag","AG","A"
2016-01-01,"Neujahrstag","TG","A"
2016-01-01,"Neujahrstag","TI","A"
2016-01-01,"Neujahrstag","VD","A"
2016-01-01,"Neujahrstag","VS","A"
2016-01-01,"Neujahrstag","NE","A"
2016-01-01,"Neujahrstag","GE","A"
2016-01-01,"Neujahrstag","JU","A"
2016-01-02,"Berchtoldstag","ZH","D"
2016-01-02,"Berchtoldstag","BE","A"
2016-01-02,"Berchtoldstag","LU","D"
2016-01-02,"Berchtoldstag","OW","D"
2016-01-02,"Berchtoldstag","GL","D"
2016-01-02,"Berchtoldstag","ZG","D"
2016-01-02,"Berchtoldstag","FR","D"
2016-01-02,"Berchtoldstag","SO","D"
2016-01-02,"Berchtoldstag","SH","D"
2016-01-02,"Berchtoldstag","GR","d"
2016-01-02,"Berchtoldstag","AG","a"
2016-01-02,"Berchtoldstag","TG","A"
2016-01-02,"Berchtoldstag","VD","A"
2016-01-02,"Berchtoldstag","NE","D"
2016-01-02,"Berchtoldstag","GE","D"
2016-01-02,"Berchtoldstag","JU","B"
2016-01-06,"Heilige Drei Könige","UR","B"
2016-01-06,"Heilige Drei Könige","SZ","B"
2016-01-06,"Heilige Drei Könige","GR","a"
2016-01-06,"Heilige Drei Könige","TI","A"
2016-03-19,"Josefstag","LU","a"
2016-03-19,"Josefstag","UR","B"
2016-03-19,"Josefstag","SZ","A"
2016-03-19,"Josefstag","NW","B"
2016-03-19,"Josefstag","ZG","a"
2016-03-19,"Josefstag","GR","a"
2016-03-19,"Josefstag","TI","B"
2016-03-19,"Josefstag","VS","A"
2016-03-25,"Karfreitag","ZH","A"
2016-03-25,"Karfreitag","BE","A"
2016-03-25,"Karfreitag","LU","A"
2016-03-25,"Karfreitag","UR","A"
2016-03-25,"Karfreitag","SZ","A"
2016-03-25,"Karfreitag","OW","A"
2016-03-25,"Karfreitag","NW","A"
2016-03-25,"Karfreitag","GL","A"
2016-03-25,"Karfreitag","ZG","A"
2016-03-25,"Karfreitag","FR","A"
2016-03-25,"Karfreitag","SO","A"
2016-03-25,"Karfreitag","BS","A"
2016-03-25,"Karfreitag","BL","A"
2016-03-25,"Karfreitag","SH","A"
2016-03-25,"Karfreitag","AR","A"
2016-03-25,"Karfreitag","AI","A"
2016-03-25,"Karfreitag","SG","A"
2016-03-25,"Karfreitag","GR","A"
2016-03-25,"Karfreitag","AG","A"
2016-03-25,"Karfreitag","TG","A"
2016-03-25,"Karfreitag","VD","A"
2016-03-25,"Karfreitag","NE","A"
2016-03-25,"Karfreitag","GE","A"
2016-03-25,"Karfreitag","JU","A"
2016-03-28,"Ostermontag","ZH","A"
2016-03-28,"Ostermontag","BE","A"
2016-03-28,"Ostermontag","LU","D"
2016-03-28,"Ostermontag","UR","B"
2016-03-28,"Ostermontag","SZ","B"
2016-03-28,"Ostermontag","OW","D"
2016-03-28,"Ostermontag","NW","D"
2016-03-28,"Ostermontag","GL","A"
2016-03-28,"Ostermontag","ZG","D"
2016-03-28,"Ostermontag","FR","D"
2016-03-28,"Ostermontag","SO","d"
2016-03-28,"Ostermontag","BS","A"
2016-03-28,"Ostermontag","BL","A"
2016-03-28,"Ostermontag","SH","A"
2016-03-28,"Ostermontag","AR","A"
2016-03-28,"Ostermontag","AI","A"
2016-03-28,"Ostermontag","SG","A"
2016-03-28,"Ostermontag","GR","A"
2016-03-28,"Ostermontag","AG","a"
2016-03-28,"Ostermontag","TG","A"
2016-03-28,"Ostermontag","TI","A"
2016-03-28,"Ostermontag","VD","A"
2016-03-28,"Ostermontag","NE","D"
2016-03-28,"Ostermontag","GE","A"
2016-03-28,"Ostermontag","JU","A"
2016-05-01,"Tag der Arbeit","ZH","A"
2016-05-01,"Tag der Arbeit","FR","c"
2016-05-01,"Tag der Arbeit","SO","C"
2016-05-01,"Tag der Arbeit","BS","A"
2016-05-01,"Tag der Arbeit","BL","A"
2016-05-01,"Tag der Arbeit","SH","B"
2016-05-01,"Tag der Arbeit","AG","D"
2016-05-01,"Tag der Arbeit","TG","B"
2016-05-01,"Tag der Arbeit","TI","B"
2016-05-01,"Tag der Arbeit","NE","A"
2016-05-01,"Tag der Arbeit","JU","A"
2016-05-05,"Auffahrt","ZH","A"
2016-05-05,"Auffahrt","BE","A"
2016-05-05,"Auffahrt","LU","A"
2016-05-05,"Auffahrt","UR","A"
2016-05-05,"Auffahrt","SZ","A"
2016-05-05,"Auffahrt","OW","A"
2016-05-05,"Auffahrt","NW","A"
2016-05-05,"Auffahrt","GL","A"
2016-05-05,"Auffahrt","ZG","A"
2016-05-05,"Auffahrt","FR","A"
2016-05-05,"Auffahrt","SO","A"
2016-05-05,"Auffahrt","BS","A"
2016-05-05,"Auffahrt","BL","A"
2016-05-05,"Auffahrt","SH","A"
2016-05-05,"Auffahrt","AR","A"
2016-05-05,"Auffahrt","AI","A"
2016-05-05,"Auffahrt","SG","A"
2016-05-05,"Auffahrt","GR","A"
2016-05-05,"Auffahrt","AG","A"
2016-05-05,"Auffahrt","TG","A"
2016-05-05,"Auffahrt","TI","A"
2016-05-05,"Auffahrt","VD","A"
2016-05-05,"Auffahrt","VS","A"
2016-05-05,"Auffahrt","NE","A"
2016-05-05,"Auffahrt","GE","A"
2016-05-05,"Auffahrt","JU","A"
2016-05-16,"Pfingstmontag","ZH","A"
2016-05-16,"Pfingstmontag","BE","A"
2016-05-16,"Pfingstmontag","LU","D"
2016-05-16,"Pfingstmontag","UR","B"
2016-05-16,"Pfingstmontag","SZ","B"
2016-05-16,"Pfingstmontag","OW","D"
2016-05-16,"Pfingstmontag","NW","D"
2016-05-16,"Pfingstmontag","GL","B"
2016-05-16,"Pfingstmontag","ZG","D"
2016-05-16,"Pfingstmontag","FR","D"
2016-05-16,"Pfingstmontag","SO","a"
2016-05-16,"Pfingstmontag","BS","A"
2016-05-16,"Pfingstmontag","BL","A"
2016-05-16,"Pfingstmontag","SH","A"
2016-05-16,"Pfingstmontag","AR","A"
2016-05-16,"Pfingstmontag","AI","A"
2016-05-16,"Pfingstmontag","SG","A"
2016-05-16,"Pfingstmontag","GR","A"
2016-05-16,"Pfingstmontag","AG","a"
2016-05-16,"Pfingstmontag","TG","A"
2016-05-16,"Pfingstmontag","TI","B"
2016-05-16,"Pfingstmontag","VD","A"
2016-05-16,"Pfingstmontag","NE","D"
2016-05-16,"Pfingstmontag","GE","A"
2016-05-16,"Pfingstmontag","JU","A"
2016-05-26,"Fronleichnam","LU","A"
2016-05-26,"Fronleichnam","UR","A"
2016-05-26,"Fronleichnam","SZ","A"
2016-05-26,"Fronleichnam","OW","A"
2016-05-26,"Fronleichnam","NW","A"
2016-05-26,"Fronleichnam","ZG","A"
2016-05-26,"Fronleichnam","FR","a"
2016-05-26,"Fronleichnam","SO","a"
2016-05-26,"Fronleichnam","BL","a"
2016-05-26,"Fronleichnam","AI","A"
2016-05-26,"Fronleichnam","GR","a"
2016-05-26,"Fronleichnam","AG","a"
2016-05-26,"Fronleichnam","TI","B"
2016-05-26,"Fronleichnam","VS","A"
2016-05-26,"Fronleichnam","NE","a"
2016-05-26,"Fronleichnam","JU","A"
2016-08-01,"Bundesfeier","ZH","A"
2016-08-01,"Bundesfeier","BE","A"
2016-08-01,"Bundesfeier","LU","A"
2016-08-01,"Bundesfeier","UR","A"
2016-08-01,"Bundesfeier","SZ","A"
2016-08-01,"Bundesfeier","OW","A"
2016-08-01,"Bundesfeier","NW","A"
2016-08-01,"Bundesfeier","GL","A"
2016-08-01,"Bundesfeier","ZG","A"
2016-08-01,"Bundesfeier","FR","A"
2016-08-01,"Bundesfeier","SO","A"
2016-08-01,"Bundesfeier","BS","A"
2016-08-01,"Bundesfeier","BL","A"
2016-08-01,"Bundesfeier","SH","A"
2016-08-01,"Bundesfeier","AR","A"
2016-08-01,"Bundesfeier","AI","A"
2016-08-01,"Bundesfeier","SG","A"
2016-08-01,"Bundesfeier","GR","A"
2016-08-01,"Bundesfeier","AG","A"
2016-08-01,"Bundesfeier","TG","A"
2016-08-01,"Bundesfeier","TI","A"
2016-08-01,"Bundesfeier","VD","A"
2016-08-01,"Bundesfeier","VS","A"
2016-08-01,"Bundesfeier","NE","A"
2016-08-01,"Bundesfeier","GE","A"
2016-08-01,"Bundesfeier","JU","A"
2016-08-15,"Mariä Himmelfahrt","LU","A"
2016-08-15,"Mariä Himmelfahrt","UR","A"
2016-08-15,"Mariä Himmelfahrt","SZ","A"
2016-08-15,"Mariä Himmelfahrt","OW","A"
2016-08-15,"Mariä Himmelfahrt","NW","A"
2016-08-15,"Mariä Himmelfahrt","ZG","A"
